id|uf_entrega|dia|custo_frete
795|PE|2018-10-13|965778
796|AL|2018-05-20|500.6011
797|GO|2017-08-19|201.7211
798|MS|2017-05-21|512203
799|BA|2018-09-24|1333.4083
800|DF|2017-07-04|509.9051
801|PB|2018-02-23|18.5367
802|RN|2017-01-16|187.6231
803|SC|2017-08-27|896.4281
804|ES|2017-07-23|333.7346
805|BA|2017-09-17|485.1356
806|PE|2018-11-13|1275.2253
807|PR|2017-08-01|804.8956
808|RS|2018-02-28|1209.6345
809|MT|2019-03-07|394.6163
810|CE|2018-11-29|2706121
811|RS|2018-05-24|1615783
812|PR|2017-06-05|934.2542
813|AL|2019-03-25|290.6488
814|PB|2018-11-07|798206
815|ES|2017-01-16|400.6077
816|RS|2019-01-04|1057368
817|RN|2018-12-12|256.8079
818|GO|2017-05-26|446.9485
819|AL|2018-07-08|198.1825
820|DF|2017-10-08|308.6603
821|PR|2018-05-07|904.7013
822|CE|2018-04-21|885.2294
823|PR|2018-08-29|1001.6085
824|BA|2018-04-20|1514.5556
825|ES|2017-04-10|462.3648
826|RJ|2019-03-22|4604.8095
827|ES|2017-01-23|305.1147
828|MG|2017-11-09|4366.3905
829|PR|2017-03-20|575.3755
830|MT|2017-03-09|343.3914
831|PR|2018-10-16|724.8228
832|ES|2018-08-30|791.1385
833|AL|2018-02-26|321.5114
834|AL|2019-03-16|554.5305
835|BA|2018-05-10|1351.9557
836|RS|2018-10-08|1106.3605
837|PR|2017-09-19|973.4657
838|SC|2018-09-07|1513.3828
839|MG|2018-10-12|3249.1061
840|BA|2018-07-31|964.1633
841|CE|2019-01-17|1640.2357
842|ES|2018-05-01|789338
843|DF|2018-02-10|399.3504
844|SC|2017-08-04|836.8248
845|MG|2018-11-09|4911.7046
846|MA|2018-11-30|557967
847|SC|2017-12-17|1135.7752
848|DF|2017-11-22|532.8025
849|MA|2018-03-19|474.0942
850|RS|2017-07-29|1176.1801
851|SC|2017-05-12|899.8663
852|PB|2017-02-17|37.0433
853|SE|2019-01-21|250.4512
854|BA|2017-09-27|581.3871
855|RS|2018-09-09|1684.4714
856|MT|2018-06-06|205.4263
857|ES|2017-07-28|400.4518
858|ES|2018-09-21|817.9938
859|MS|2017-01-29|215.1775
860|SC|2017-03-25|457.9805
861|GO|2019-02-07|228.0583
862|BA|2017-05-28|814.1018
863|PR|2018-08-24|1637.4192
864|RN|2019-03-18|882.2662
865|MG|2017-12-15|4711.3291
866|MT|2018-04-03|588.5017
867|DF|2017-05-15|234.4414
868|MS|2018-09-22|277.9196
869|BA|2018-01-24|584451
870|MS|2018-11-26|413679
871|DF|2018-11-30|882.6156
872|GO|2018-03-03|473.0865
873|RS|2017-07-30|1136.4419
874|BA|2017-05-17|290.5729
875|CE|2018-07-06|881012
876|MT|2017-03-31|746.7957
877|SC|2017-11-12|1705.4888
878|MT|2017-03-15|370.8084
879|MT|2017-10-15|283.5372
880|MA|2017-12-10|124.9853
881|DF|2018-09-03|187.8222
882|RS|2018-07-02|2449.9032
883|DF|2019-03-02|147.0263
884|SC|2018-08-13|1120.5524
885|BA|2019-04-10|1445.1188
886|PE|2018-01-28|654.6075
887|PE|2019-04-09|718.1938
888|ES|2018-08-28|710.6041
889|DF|2017-07-12|271.4885
890|RS|2017-02-16|977141
891|GO|2018-10-23|243779
892|PR|2018-05-06|1238046
893|AL|2019-03-27|256.0268
894|GO|2018-11-06|76.7836
895|BA|2018-03-25|1768.4669
896|PB|2018-05-15|474.5505
897|PE|2017-02-09|324.4504
898|RS|2018-08-11|1629.4703
899|RN|2018-12-16|629.2838
900|MA|2017-07-26|387.0909
901|SC|2018-03-02|1276.8131
902|PE|2018-03-24|721.2944
903|PE|2018-03-07|1267.8798
904|PE|2017-05-20|395.1886
905|MA|2018-09-14|909.6363
906|DF|2017-06-22|353.0095
907|CE|2017-01-28|176.1347
908|DF|2018-05-14|709.2403
909|ES|2019-03-08|311.5006
910|AL|2017-05-05|159.1388
911|SE|2018-03-28|124.05
912|RS|2017-05-19|1233.5273
913|RS|2018-09-05|1040.7353
914|CE|2017-02-08|485.9364
915|ES|2018-10-10|381531
916|RS|2018-01-27|1972754
917|SC|2017-07-18|864.0656
918|PB|2017-08-02|198.4872
919|PI|2018-10-14|398.5683
920|SE|2019-03-22|405018
921|DF|2019-03-03|344.1724
922|ES|2017-07-15|737.5415
923|BA|2018-08-18|1500.8135
924|RO|2017-10-02|132.1611
925|BA|2017-06-12|502.2532
926|PE|2018-01-21|707.9071
927|MA|2018-06-30|361.1189
928|PB|2018-03-04|227.9146
929|BA|2017-04-09|535.0021
930|MS|2019-01-04|270.7779
931|PE|2018-01-03|35.2491
932|DF|2017-10-19|487.6176
933|ES|2018-10-15|971.3627
934|SC|2017-05-21|854.4474
935|DF|2017-01-18|258.9491
936|CE|2018-01-23|240.8595
937|PE|2017-11-06|356.9273
938|DF|2017-11-05|710.8258
939|GO|2017-02-26|205.4573
940|PE|2017-05-10|269929
941|BA|2017-09-14|660.1305
942|SC|2017-06-10|608.1833
943|GO|2017-04-05|168.7639
944|SE|2018-12-30|306.0765
945|PA|2018-05-29|174063
946|MT|2019-03-14|711.7698
947|PE|2018-07-11|765.5084
948|BA|2018-01-18|559.9808
949|MT|2018-09-09|310.7313
950|PB|2017-10-25|136.3439
951|MT|2017-06-18|643.8515
952|SE|2019-01-27|589.7918
953|RN|2019-04-03|510.9601
954|CE|2018-10-12|971.9938
955|PR|2018-01-19|1635.9095
956|PR|2018-01-20|1549.5968
957|ES|2018-02-10|681.5256
958|SE|2017-09-10|182.9615
959|MT|2018-08-23|318.5019
960|SC|2018-04-10|1616.6869
961|PR|2018-06-22|1832.4614
962|RO|2019-01-13|125.9235
963|DF|2017-06-10|404.8341
964|ES|2019-03-10|514.2698
965|RO|2018-11-10|83.5385
966|MT|2018-09-21|377.0372
967|SC|2017-09-30|991.3751
968|ES|2017-02-21|158.1619
969|ES|2018-01-26|772.9704
970|CE|2018-02-11|174.8882
971|ES|2017-09-14|942.4554
972|RN|2019-02-04|630.9382
973|PA|2017-09-24|334.8839
974|ES|2019-03-01|917.8896
975|CE|2018-11-02|1352.2417
976|MS|2018-09-07|148.5093
977|AM|2019-03-13|166.8361
978|MT|2018-03-31|620.1247
979|ES|2018-05-25|964.3298
980|PA|2018-09-29|140.3149
981|AM|2017-03-07|60.8766
982|RS|2018-09-19|1305.5033
983|MG|2018-06-05|2153.4242
984|DF|2017-10-11|253.5209
985|SE|2019-02-27|345.7237
986|PB|2018-11-15|651.7297
987|BA|2018-10-19|1777.6712
988|MA|2019-03-31|550.7131
989|MA|2017-10-08|39978
990|MG|2018-05-12|5460.9105
991|MT|2018-01-21|494.7943
992|BA|2017-03-11|1001296
993|PB|2019-04-14|203.1172
994|MS|2018-02-19|176.6273
995|RN|2017-03-17|184.8224
996|MS|2018-02-03|121.7908
997|DF|2018-07-01|404.1404
998|GO|2018-12-14|151.8243
999|DF|2017-05-19|519.6598
1000|MT|2017-07-12|526.0271
1001|ES|2019-03-16|887.0873
1002|BA|2019-03-25|2248.2519
1003|AC|2018-03-30|60.5434
1004|GO|2018-09-22|391.2951
1005|PR|2017-04-04|613.7618
1006|AL|2017-02-16|178486
1007|TO|2017-11-16|166.1771
1008|MS|2017-02-25|135.7597
1009|CE|2017-05-25|696.9586
1010|SE|2017-07-27|82.3081
1011|PB|2018-09-13|789.9381
1012|RS|2018-02-02|2025.3401
1013|MT|2017-08-02|647466
1014|AC|2017-10-21|47.0326
1015|SC|2018-11-28|2027.3586
1016|PR|2017-09-06|1096.2476
1017|MA|2018-08-29|204.0389
1018|BA|2019-03-12|1760.3751
1019|MT|2018-12-08|447.7174
1020|PR|2017-07-05|992.7425
1021|DF|2018-11-12|246.5583
1022|MS|2018-03-05|154815
1023|ES|2018-04-04|698.2954
1024|RS|2019-02-17|908.7504
1025|PB|2017-08-22|223.5568
1026|SC|2017-08-29|801.8561
1027|PR|2019-04-06|1018.6247
1028|BA|2017-01-23|578.1644
1029|AL|2018-03-01|148.7449
1030|PR|2017-12-05|1800.0423
1031|PR|2017-09-21|1281.0468
1032|PB|2018-06-20|649.4151
1033|PR|2018-06-29|1916107
1034|PI|2018-08-22|593.5093
1035|DF|2019-02-25|296.7594
1036|ES|2018-03-15|595.4779
1037|SC|2017-02-05|740.1389
1038|AL|2018-11-18|210.3056
1039|TO|2017-03-05|93.9652
1040|RS|2017-07-21|978.4156
1041|DF|2017-06-03|201.5193
1042|MG|2017-12-25|2967.9541
1043|SC|2018-09-28|937.6668
1044|GO|2018-07-24|383.4935
1045|MG|2018-09-25|3372.9053
1046|PB|2017-02-08|59.4787
1047|PR|2018-07-15|770.0571
1048|BA|2018-09-16|2906.2847
1049|MT|2018-05-17|971115
1050|RS|2018-11-01|1265.3568
1051|RS|2018-12-25|359.7971
1052|RS|2018-04-29|1542.7236
1053|SC|2017-02-07|878.3963
1054|SE|2019-02-03|480.4583
1055|SE|2018-01-23|38.2615
1056|RS|2018-10-05|1268.7196
1057|SC|2018-08-12|1492337
1058|SE|2019-02-12|429.7535
1059|SE|2017-11-03|97.3957
1060|SE|2019-02-19|202.6168
1061|MA|2019-01-21|342.8417
1062|BA|2018-08-11|1830.5099
1063|TO|2018-08-26|93.0294
1064|AM|2019-03-20|219.1328
1065|MT|2018-07-05|492.0517
1066|SC|2018-11-23|1158.7468
1067|MS|2017-08-12|107803
1068|PE|2017-05-18|463.9653
1069|PB|2017-10-28|165.5278
1070|PR|2017-05-11|635.1503
1071|CE|2017-05-14|107.3929
1072|MT|2017-08-31|730.5699
1073|PR|2017-03-18|847.1153
1074|AM|2017-02-18|7.8734
1075|MA|2018-11-07|226049
1076|SC|2018-10-10|1217.4917
1077|PR|2019-03-22|1248.3957
1078|GO|2018-08-31|319.8411
1079|SE|2019-03-23|180.1511
1080|BA|2018-10-10|1744.5104
1081|MT|2018-02-03|439.8312
1082|ES|2017-02-12|234.6067
1083|RS|2018-10-06|1505.0449
1084|SE|2017-09-19|188.7904
1085|AL|2019-01-04|1062.0088
1086|MT|2018-02-19|1147.2974
1087|PR|2018-07-29|1299.4348
1088|MA|2019-01-12|443.7385
1089|RN|2018-02-09|41.5611
1090|CE|2019-03-19|1573.7155
1091|RS|2018-07-24|1094.5493
1092|PR|2017-04-17|382.6748
1093|RS|2017-03-26|1232.5206
1094|PE|2018-04-03|636.1273
1095|ES|2018-11-01|466.5446
1096|SC|2017-09-25|798.7483
1097|BA|2019-03-14|2414.8114
1098|DF|2018-08-27|313.1057
1099|PR|2018-12-12|745.3703
1100|MS|2018-04-24|302.4873
1101|TO|2019-01-27|190.4451
1102|PB|2019-01-02|618.0227
1103|DF|2018-04-23|344.2447
1104|RS|2017-10-13|1016.3407
1105|PA|2019-02-14|567.5054
1106|RS|2017-02-14|723.4275
1107|PA|2018-10-09|248.0154
1108|PE|2019-03-09|894.2358
1109|PA|2017-05-14|178.7277
1110|CE|2018-08-21|907.6785
1111|PB|2018-08-16|916346
1112|MS|2017-04-28|538.0144
1113|AC|2017-09-08|32.2558
1114|BA|2018-06-06|1886397
1115|SC|2018-07-23|1143.1235
1116|BA|2017-04-10|816.4866
1117|PE|2017-06-17|347.9904
1118|RS|2018-11-11|1308.5932
1119|DF|2018-11-15|415.8723
1120|SE|2018-03-04|130.0671
1121|SC|2018-04-13|1765.5781
1122|GO|2018-03-24|503.4663
1123|DF|2017-08-30|224.5388
1124|PE|2018-07-09|632.8684
1125|RN|2018-08-13|250.2789
1126|GO|2019-03-25|331.0085
1127|PR|2017-05-08|438.9568
1128|MA|2018-06-26|219.7344
1129|RN|2018-12-24|210.9907
1130|SE|2018-09-13|190.2162
1131|BA|2018-04-27|1879.7421
1132|PR|2018-02-18|1264.3854
1133|ES|2018-02-27|890.9965
1134|BA|2018-08-09|1560.8684
1135|PB|2019-01-18|694.2698
1136|PR|2018-05-08|1104608
1137|PA|2018-03-20|361.4827
1138|MS|2019-03-23|302.2078
1139|PE|2018-03-28|779.6388
1140|PE|2018-04-10|556.0774
1141|RN|2017-07-17|24.7122
1142|CE|2017-11-15|257.5417
1143|MT|2017-12-16|295.4453
1144|BA|2018-06-28|1641.7825
1145|PA|2018-07-18|189.0506
1146|DF|2018-02-19|228.1249
1147|TO|2018-04-12|97.5198
1148|CE|2017-11-21|214.6939
1149|BA|2017-07-25|1123.8359
1150|AL|2019-02-25|221.4749
1151|CE|2018-07-29|483.8144
1152|PB|2018-07-05|813.6185
1153|RS|2019-03-02|1507.3295
1154|BA|2019-03-10|1573.0629
1155|CE|2017-07-14|148.0611
1156|BA|2017-04-08|471.6849
1157|ES|2018-11-12|595.3432
1158|TO|2017-04-25|215.1712
1159|PE|2019-02-07|2031.4579
1160|PB|2018-04-26|303.7581
1161|SC|2017-01-22|953.9491
1162|RS|2017-10-23|1804.1034
1163|BA|2017-04-13|691.4773
1164|PA|2017-03-31|207.9842
1165|RO|2018-05-23|12.3638
1166|ES|2017-05-13|368.7822
1167|AC|2017-10-05|121.1264
1168|ES|2017-05-24|508105
1169|CE|2018-05-23|422.0984
1170|PI|2017-02-11|107386
1171|MT|2018-09-15|775.1256
1172|SC|2017-02-26|817356
1173|PB|2018-05-06|439.4743
1174|PB|2019-03-26|602238
1175|AL|2018-01-26|200.3943
1176|PB|2017-07-20|436.8911
1177|AL|2017-11-17|20.7564
1178|GO|2019-01-17|345.7228
1179|MS|2017-11-07|94.9378
1180|CE|2018-02-20|287.6022
1181|BA|2017-07-12|578924
1182|MA|2017-04-26|272.0116
1183|MS|2017-02-20|277.3476
1184|BA|2018-01-16|789.6327
1185|ES|2019-03-31|605.2607
1186|DF|2017-08-05|267.1057
1187|SC|2019-02-12|1035.4226
1188|PE|2017-04-13|397.6123
1189|PR|2017-05-02|792.0985
1190|SE|2018-11-28|396918
1191|MT|2017-04-20|367.0928
1192|MT|2018-10-26|484.1606
1193|MT|2018-10-01|467.5527
1194|BA|2017-07-30|590.5899
1195|AL|2019-01-24|388977
1196|ES|2018-07-07|1257.6497
1197|MS|2017-10-09|377.5546
1198|PE|2018-05-02|750.8315
1199|AM|2017-03-24|33.4629
1200|GO|2017-07-23|361.1962
1201|RS|2017-11-11|2310.2206
1202|DF|2017-02-05|321.7515
1203|MT|2018-02-14|343.8668
1204|MA|2018-05-10|592.1254
1205|DF|2018-10-28|195.3554
1206|BA|2019-03-08|1707.8645
1207|DF|2019-03-20|491.2286
1208|MA|2018-05-26|192.7435
1209|MS|2017-06-07|321729
1210|RS|2017-04-20|1206.9597
1211|PB|2018-05-03|325.5186
1212|DF|2017-03-31|159.1989
1213|DF|2017-05-18|250.9038
1214|PR|2017-04-02|899.9096
1215|AM|2019-03-28|127.0812
1216|DF|2017-08-14|384.1115
1217|SE|2019-04-10|359.5731
1218|SC|2018-10-15|871.8366
1219|CE|2018-10-04|583.2486
1220|DF|2017-02-14|480.1742
1221|SE|2018-11-12|133.7338
1222|AM|2019-03-07|57.6351
1223|MT|2019-01-18|380.5649
1224|TO|2018-06-12|162.0163
1225|RO|2017-02-18|32.3062
1226|PE|2018-03-27|527144
1227|PB|2018-01-13|209.6062
1228|MA|2018-12-25|699.9972
1229|MT|2017-01-20|824.6402
1230|MT|2017-06-05|410.4849
1231|RS|2017-05-22|1074861
1232|MA|2018-08-20|522.6629
1233|CE|2019-04-07|1173.0102
1234|MT|2018-07-04|651.63
1235|ES|2018-01-17|988.0493
1236|AC|2017-04-14|78.9805
1237|AP|2017-02-23|55.4098
1238|MT|2018-03-25|629.5234
1239|MT|2019-03-15|831.8865
1240|BA|2018-05-08|1044.4837
1241|PA|2018-11-23|662.4391
1242|PB|2018-11-09|651.0364
1243|SE|2018-11-15|667.3818
1244|DF|2018-03-31|582.4544
1245|RO|2017-10-27|9.4169
1246|AL|2018-06-25|48.5595
1247|MS|2018-06-24|154.0284
1248|PE|2019-01-11|1182.7796
1249|ES|2018-03-04|368.8107
1250|CE|2018-09-14|799839
1251|GO|2019-01-09|148.8451
1252|RS|2018-01-06|1573.0712
1253|PR|2017-10-07|1221.5118
1254|ES|2018-10-23|1248.5949
1255|RN|2018-02-18|50.27
1256|PR|2018-10-07|944006
1257|SE|2019-02-26|449.4428
1258|RS|2017-05-17|1104.4214
1259|SE|2018-09-25|201.4983
1260|MS|2019-02-26|404.6229
1261|SC|2017-11-25|1939.3548
1262|CE|2018-01-24|222.1006
1263|TO|2017-05-08|120.8886
1264|PA|2017-08-04|152.0356
1265|RO|2018-11-19|230517
1266|MS|2019-03-10|463.6194
1267|PE|2018-07-04|1113.0792
1268|BA|2018-02-18|597.0784
1269|MS|2018-08-22|198.6948
1270|AL|2018-11-06|107.5153
1271|GO|2017-03-13|111.9315
1272|MT|2017-09-25|457.7649
1273|TO|2018-01-21|138.5347
1274|ES|2017-06-19|229.4751
1275|GO|2017-10-11|188.5392
1276|SE|2018-05-28|147.0248
1277|GO|2019-02-08|435.4124
1278|ES|2018-04-15|682.8722
1279|GO|2018-07-26|298.5094
1280|MS|2018-06-15|683.0494
1281|DF|2017-04-11|331.2415
1282|PR|2017-04-26|523.6784
1283|CE|2017-02-28|458.0195
1284|AL|2018-02-03|372.6962
1285|MS|2017-10-31|197.5591
1286|BA|2017-06-29|1141.4599
1287|PA|2017-09-06|33519
1288|MA|2018-05-31|52.7405
1289|GO|2017-08-18|262.7006
1290|DF|2017-01-20|434.3517
1291|PB|2018-11-12|654.9668
1292|BA|2017-11-21|720.3152
1293|CE|2018-10-22|1110.6683
1294|TO|2017-11-29|201.5024
1295|ES|2018-10-17|617.0746
1296|PB|2018-09-07|390.5235
1297|PB|2018-10-31|782.0404
1298|MT|2018-05-07|295.9781
1299|AM|2018-07-30|17.6829
1300|GO|2018-01-27|280.2821
1301|PB|2018-03-22|464.4445
1302|TO|2018-07-27|163726
1303|CE|2017-03-28|474.2736
1304|DF|2019-03-12|289.2888
1305|DF|2019-01-09|337.3042
1306|AL|2018-09-01|373.8182
1307|PA|2018-03-02|930.3122
1308|MS|2018-10-01|252.6291
1309|MG|2019-01-27|3116.3957
1310|DF|2018-05-28|530.2044
1311|GO|2017-05-25|208.7171
1312|SE|2017-07-03|56.1475
1313|MS|2018-08-03|472.3752
1314|DF|2018-11-11|692.2483
1315|PR|2017-03-28|455.5558
1316|RS|2017-02-15|997.0259
1317|PB|2017-08-15|37.1715
1318|PI|2017-10-31|84.4847
1319|DF|2018-08-23|498712
1320|SE|2017-01-11|49.3509
1321|GO|2018-03-31|201.3953
1322|PE|2017-12-18|377.0279
1323|AL|2018-06-10|377.2124
1324|CE|2017-04-02|417.8737
1325|RN|2017-04-12|497.2973
1326|CE|2017-07-11|171355
1327|MT|2018-12-14|243.6923
1328|MT|2017-06-27|431.7453
1329|AM|2019-03-14|130.7014
1330|PB|2019-01-06|975.0601
1331|MA|2017-02-23|271.1506
1332|PI|2018-10-31|113.8104
1333|AL|2019-03-01|285.6421
1334|AM|2018-12-05|114.2506
1335|PI|2018-07-16|132.0882
1336|PB|2017-08-16|308.3901
1337|MT|2019-02-10|715.3328
1338|MG|2017-05-10|1469.3072
1339|MS|2017-06-27|238.5926
1340|PE|2018-02-22|703.8854
1341|CE|2017-03-24|568.2549
1342|GO|2018-09-16|189.2231
1343|PB|2018-04-17|257.9725
1344|RO|2019-02-28|80.5341
1345|CE|2018-09-13|980.2136
1346|CE|2017-06-23|285.5016
1347|MS|2017-11-04|202.4823
1348|SE|2017-09-29|205.6109
1349|AL|2017-11-13|37.6619
1350|MT|2017-11-14|549851
1351|PB|2017-06-08|272.5271
1352|ES|2019-01-09|814.1842
1353|GO|2019-01-26|370638
1354|DF|2019-04-08|224.0137
1355|DF|2018-09-18|133.5062
1356|SE|2018-06-15|290.6752
1357|BA|2017-03-21|845.4232
1358|RN|2017-03-26|90.0792
1359|PE|2018-07-18|1022.2945
1360|AP|2018-06-11|8.4458
1361|AC|2017-10-16|824
1362|PE|2017-11-30|829.8417
1363|MA|2018-07-30|620.5267
1364|PB|2018-03-28|401.2058
1365|PB|2019-03-18|393.2135
1366|PB|2017-04-11|143.0503
1367|RS|2019-04-07|1053.1773
1368|PA|2017-12-17|73.2529
1369|RN|2018-08-11|787.3545
1370|MA|2018-06-14|120.1873
1371|MT|2018-01-29|622.9776
1372|PE|2018-06-14|1411.8685
1373|RN|2018-10-20|458158
1374|SE|2018-09-07|381.2654
1375|PB|2017-10-18|336.37
1376|MA|2019-02-05|155.1982
1377|RN|2019-01-04|257.1897
1378|CE|2017-09-26|146.7334
1379|SC|2017-09-04|807.0084
1380|GO|2018-04-02|186.2338
1381|MA|2018-03-27|138.0428
1382|AL|2018-04-15|178.8719
1383|PB|2018-11-18|253.4721
1384|MS|2018-01-11|254.8783
1385|PA|2017-12-27|34.4728
1386|CE|2018-06-30|1250.6714
1387|SE|2018-05-03|324.5504
1388|PI|2018-10-23|449.2908
1389|RO|2017-12-09|13.2508
1390|PA|2017-05-01|103.5284
1391|AL|2018-01-25|242171
1392|AP|2017-03-24|2.4144
1393|PI|2018-07-13|350.6788
1394|RO|2019-03-31|8.8935
1395|AM|2018-09-16|48.0784
1396|MT|2017-07-31|263.9305
1397|MT|2017-07-26|583.7356
1398|AL|2018-09-02|580.6718
1399|PE|2018-11-24|1341022
1400|SC|2018-01-10|1838.5332
1401|DF|2017-05-16|177.0518
1402|PI|2018-05-24|137.0748
1403|GO|2017-11-14|78.0091
1404|PB|2017-01-21|21.1972
1405|PI|2019-03-06|328.7528
1406|PE|2019-03-10|667.9692
1407|PI|2019-01-09|322.2989
1408|MS|2017-01-22|401.9526
1409|GO|2019-03-03|317.6809
1410|SE|2017-12-26|284.5111
1411|GO|2017-11-13|80.3174
1412|GO|2018-08-02|284.9568
1413|CE|2017-04-14|493.2265
1414|PA|2017-04-14|144666
1415|MT|2019-03-11|452.0651
1416|RS|2018-06-12|1439.5448
1417|BA|2017-05-11|1092.7953
1418|DF|2018-02-02|465.1322
1419|TO|2018-12-13|9.7907
1420|MA|2018-08-10|616186
1421|CE|2017-03-13|296.8047
1422|AM|2018-01-24|19.2747
1423|DF|2017-07-23|384.3945
1424|AL|2019-03-23|726192
1425|DF|2018-08-14|406.9934
1426|SC|2017-04-19|717.1506
1427|DF|2017-07-13|335497
1428|PA|2019-03-03|405.0081
1429|DF|2017-02-27|42.5566
1430|CE|2017-12-28|351.7427
1431|SC|2017-11-07|1215.7047
1432|DF|2019-03-24|205.2398
1433|RN|2018-09-22|420.5858
1434|CE|2017-02-20|344.6591
1435|MT|2017-03-08|509.5639
1436|GO|2018-07-08|315.7563
1437|PA|2017-03-26|337.1435
1438|SE|2018-08-29|501.7951
1439|RS|2017-07-18|1126.4423
1440|PE|2018-11-04|1044.2987
1441|BA|2017-12-18|754.2436
1442|MT|2018-05-24|213.8625
1443|PB|2019-01-24|469.6899
1444|GO|2018-11-13|164.9333
1445|DF|2018-03-05|457.0249
1446|MS|2019-03-11|402.3798
1447|PR|2018-05-16|1200.2465
1448|SE|2019-01-26|423.3099
1449|AL|2017-06-10|147.1464
1450|AM|2018-07-05|311.6287
1451|BA|2017-07-27|567.4415
1452|MT|2017-02-01|557.0899
1453|BA|2017-05-02|591.8598
1454|AC|2017-08-14|1.2819
1455|PE|2019-02-03|828.4092
1456|PR|2018-08-27|825.0944
1457|ES|2018-06-25|991.6717
1458|RO|2019-03-25|20.1445
1459|AL|2017-07-03|71.0676
1460|AL|2019-02-02|1177.0033
1461|PI|2018-06-09|192308
1462|BA|2017-03-29|1087.1988
1463|CE|2017-01-23|377.8863
1464|BA|2017-06-06|474.7138
1465|DF|2018-06-17|438.5668
1466|PA|2018-05-20|322.2531
1467|RS|2017-01-11|240.3082
1468|PA|2017-05-29|355436
1469|GO|2018-05-13|507791
1470|ES|2017-05-03|343.6975
1471|PE|2018-01-23|429.1918
1472|PE|2018-08-28|1404.0445
1473|PB|2018-03-14|512.9456
1474|SE|2018-09-10|602.3585
1475|PB|2019-02-14|830.4992
1476|BA|2017-03-13|530.5186
1477|DF|2018-04-29|239.5302
1478|CE|2017-05-16|593.3956
1479|SC|2017-08-08|928.4638
1480|CE|2019-03-16|2252.2715
1481|MT|2018-06-01|207.0403
1482|SE|2018-05-30|24.2575
1483|CE|2017-09-23|238.8251
1484|AL|2017-08-06|235.1856
1485|RO|2017-11-06|122.2265
1486|SC|2017-08-15|953.2527
1487|SE|2018-09-28|767.7149
1488|GO|2019-03-01|231.1287
1489|MT|2017-05-26|738.2995
1490|MS|2018-01-23|581968
1491|CE|2018-10-09|1044.3716
1492|SC|2017-07-27|1331.9676
1493|CE|2018-04-16|249.6705
1494|AL|2018-07-01|298.6204
1495|GO|2019-04-05|401.9774
1496|DF|2018-07-06|190371
1497|TO|2018-03-04|157.1235
1498|AC|2017-07-07|10.2585
1499|BA|2017-10-11|914.2798
1500|PI|2019-01-27|665.6884
1501|SE|2019-02-24|384.7681
1502|RO|2018-10-20|91.8683
1503|RN|2018-10-06|342.0484
1504|GO|2018-01-11|372.7373
1505|MT|2017-01-16|338.6136
1506|PE|2018-03-13|891.3945
1507|MS|2018-05-27|168.3762
1508|PA|2017-06-04|378.0332
1509|SE|2017-05-17|160.0344
1510|DF|2017-10-01|310.7434
1511|GO|2018-04-05|233.9463
1512|MA|2018-04-04|178.4139
1513|RR|2017-07-11|247.0809
1514|ES|2018-02-23|798.5964
1515|GO|2017-09-30|444.4831
1516|ES|2019-02-27|781.1402
1517|MA|2018-10-19|914.1905
1518|SC|2017-04-10|978.8655
1519|GO|2018-07-21|78.4771
1520|BA|2017-08-17|539.2927
1521|PA|2018-05-26|194.1427
1522|ES|2017-02-08|462.9875
1523|DF|2017-02-15|245.7593
1524|MS|2017-09-28|394.3073
1525|PE|2018-11-12|956.9627
1526|MS|2017-09-01|291.3648
1527|PB|2019-02-12|911.0323
1528|SE|2018-04-14|268.8636
1529|GO|2017-05-19|335.7477
1530|MS|2018-12-09|231.4018
1531|PI|2018-07-08|66.9908
1532|AC|2017-09-25|144.4628
1533|SC|2017-05-11|638.0066
1534|RN|2018-03-30|98.8761
1535|SC|2017-06-20|632.0979
1536|BA|2017-02-14|456567
1537|ES|2019-03-14|604.4759
1538|MS|2017-10-06|157.5148
1539|TO|2018-11-10|230.3723
1540|SE|2019-02-15|313.8152
1541|ES|2017-12-26|335.6524
1542|MA|2018-07-06|164.7175
1543|ES|2017-02-02|407.0842
1544|AL|2017-08-02|506.4482
1545|PE|2018-03-16|640.9271
1546|PE|2017-03-12|397.3719
1547|RN|2018-05-31|488.1588
1548|PA|2018-06-28|492.1552
1549|CE|2018-04-23|445.2612
1550|PB|2018-09-12|786.1064
1551|MT|2018-10-02|343175
1552|MS|2017-09-16|208.3895
1553|RN|2019-01-26|346.9244
1554|PE|2017-10-14|356.7408
1555|AL|2018-03-16|148.0569
1556|GO|2017-10-29|208.0313
1557|SC|2017-01-30|526.7933
1558|RO|2018-01-03|104.2901
1559|PI|2019-04-01|303.5291
1560|ES|2018-11-06|819.3329
1561|TO|2018-06-22|205.8032
1562|MS|2019-04-04|354.1414
1563|RN|2018-06-17|369.0142
1564|AL|2019-01-06|287.9981
1565|SE|2017-10-17|201.7975
1566|PA|2017-10-24|288.6647
1567|MT|2018-06-11|406227
1568|PB|2017-08-09|173.7448
1569|PR|2018-07-23|1076.0466
1570|AM|2018-10-25|140.6072
1571|PE|2017-02-19|310.3611
1572|MA|2019-02-28|372.9674
1573|PR|2017-12-25|1180.0888
1574|PA|2018-12-31|233.4485
1575|DF|2017-02-01|176.8124
1576|ES|2018-12-23|341.7735
1577|GO|2017-04-20|155.9902
1578|MT|2019-01-13|659.2596
1579|RO|2017-03-10|24.0907
1580|CE|2018-12-29|800.2065
1581|RS|2018-07-01|1755.6563
1582|MT|2018-06-17|211084
